katakana	english
スチーム	steam
ストリング	string
ストロング	strong
セバスチャン	Sebastian
トゥモロー	tomorrow
ヌードル	noodle
ノックアウト	knock-out
バース	Barth
フォーメーション	formation
ホロ	Jolo
マイクログラム	microgram
ヤー	ja
イブニング	evening
インカ	Inca
インパルス	impulse
ウルフ	wolf
エ	et
エージング	aging
オプショナル	optional
オペレッタ	operetta
オードブル	hors d'oeuvrehors d'oeuvre
カーネーション	carnation
サフラン	saffraan
セミ	semi-
ダリ	Dali
チェッカー	checker
ナム	number
ピーチ	peach
フリース	fleece
フーガ	fuga
ブライダル	bridal
プラクティス	practice
プレタ	pret-a
マルフォイ	Malfoy
ミケランジェロ	Michelangelo
メレンゲ	meringue
ワースト	worst
アニータ	Anita
イージー	easy
コアラ	koala
コンパニオン	companion
スクラブ	scrub
テヘラン	Teheran
テリア	terrier
ドラクロワ	Delacroix
バロン	baron
バーミングハム	Birmingham
ビオトープ	biotope
ヘップバーン	Hepburn
ベーカー	Baker
ペドロ	Pedro
ボルボ	VOLVO
ムッシュー	monsieur
ライフワーク	lifework
アフィリエート	affiliate
エピローグ	epilogue
オーウェン	Owen
カップリング	coupling
コンパ	company
シュール	surrealisme
セネガル	Senegal
チョッキ	jaque
トレードマーク	trademark
ドーパミン	dopamine
ハッカー	hacker
ハンソン	Hanson
ヒアルロン	hyaluronic acid
ビビッド	vivid
ビーコン	beacon
ブイヨン	bouillon
ホビー	hobby
リトアニア	Lithuania
リリーフ	relief
レゲエ	reggae
アガリクス	agaricus
エチレン	Athylen
カモミール	chamomile
クレソン	cresson
ジェイミー	Jamie
ストーム	storm
チャーチル	Churchill
チャーミング	charming
ティーンエージャー	teenager
デリバリー	delivery
ハック	Hack
バスローブ	bathrobe
パルチザン	partisan
ビネガー	vinegar
フィフティー	fifty
フェード	fade
ベーキング	baking
ボヘミア	Bohemia
リソソーム	lysosome
ロックフェラー	Rockefeller
ローマン	Roman
アシュレー	Ashley
アジト	agitating point
アベニュー	avenue
イスタンブール	Istanbul
エベレスト	Everest
カブール	Kabul
ジョッキー	jockey
スケッチブック	sketchbook
ストライカー	striker
ディッシュ	dish
デビル	devil
デモンストレーション	demonstration
トリガー	trigger
バロメーター	barometer
ビバ	viva
フェリペ	Felipe
プレミア	premier
プロモーター	promoter
ポルテ	porter
マニ	mani
モル	mol
モース	Morse
モータリゼーション	motorization
ラーニング	learning
アベ	Ave
アレルゲン	allergen
イスパニア	Espana
クラン	clan
グローバリズム	globalism
サテライト	satellite
サンダー	sander
ショーケース	showcase
シーソー	seesaw
ジップ	zip
スタン	stun
ストラト	strato
スピッツ	Spitz
セフレ	sex friend
ツァーリ	tsar
ディル	dill
デコ	deco
デベロッパー	developer
ハーネス	harness
パフューム	perfume
フランシスコ	Francisco
プリズム	prism
マントル	mantle
マンホール	manhole
ミスマッチ	mismatch
ユーカリ	eucalyptus
ライプチヒ	Leipzig
ルソン	Luzon
アドレナリン	adrenaline
オートマチック	automatic
カミング	coming
キナーゼ	kinaze
グラント	Grant
グーテンベルク	Gutenberg
コンパートメント	compartment
サバ	Sabah
サファリ	safari
スケルトン	skeleton
スタック	stack
スタンディング	standing
スピリチュアル	spiritual
スポイラー	spoiler
タンザニア	Tanzania
ディベロップメント	development
ナッシュ	Nash
ハンドブック	handbook
バーテン	bartender
フアナ	Juana
ベゴニア	begonia
ベネディクト	Benedict
ホワイル	while
ポーロ	Polo
マンハイム	Mannheim
モンテ	monte
モーターボート	motorboat
レボリューション	revolution
アカシア	Acacia
アニ	Ani
アルザス	Alsace
ウル	Ur
エイド	aid
カッティング	cutting
クリティカル	critical
ゲシュタポ	Gestapo
シアン	cyan
スエズ	Suez
スモーカー	smoker
スラックス	slacks
スリーブ	sleeve
テムズ	Thames
デパ	department
トリビア	trivia
ドラ	draft
ニコル	Nicolle
ハウンド	hound
バイロン	Byron
バンプ	bump
ブレーカー	breaker
プレハブ	prefab
ペナント	pennant
ペール	Peer
ポニー	Pony
マッチョ	macho
マロリー	Malory
ミクロン	micron
リミテッド	limited
レノン	Lennon
レーティング	rating
アコースティック	acoustic
ウェンディ	Wendy
ウズベキスタン	Uzbekistan
エグゾースト	exhaust
カイン	Cain
カーライル	Carlyle
クエーサー	quasar
グリース	grease
グレリン	ghrelin
ケープ	Cape
サリバン	Sullivan
サワー	sour
サンクス	thanks
ジャブ	jab
スピノザ	Spinoza
ズッキーニ	zucchini
タキシード	tuxedo
ナビゲーション	navigation
ノーズ	nose
パッキン	packing
フェーク	fake
プノンペン	Phnompenh
プラネット	planet
ペーター	Pater
ポリネシア	Polynesia
ヨード	Jod
ランドリー	laundry
レビ	Levi
レーク	lake
ロードスター	roadster
ワイフ	wife
ワンダフル	wonderful
アーメン	amen
イントロ	introduction
ウィキ	wiki
エンペラー	emperor
オズワルド	Oswald
カブ	cub
カリフ	caliph
サイクロン	cyclon
スリリング	thrilling
タタール	Tatar
チャンピオンシップ	championship
ティーン	teen
ハリソン	Harrison
ハンチントン	Huntington
バーンズ	Burns
パラフィン	paraffin
パルマ	Palma
フィジカル	physical
プレゼンス	presence
ボランチ	volante
ポピー	poppy
ミシュラン	Michelin
レイズ	raise
ロベール	Robert
ローリー	Raleigh
アンドロメダ	Andromeda
イエメン	Yemen
ウォーミング	warming
エクスポート	export
オセロ	othello
カルマ	karma
キャンピング	camping
ジョゼフィーヌ	Josephine
ストッパー	stopper
タイタニック	titanic
テネシー	Tennessee
デフラグ	defragmentation
ノンバンク	nonbank
バインダー	binder
バレンシア	Valencia
バーク	Bark
パンフ	pamphlet
ヒューム	Hume
ブレジネフ	Brezhnev
ヘリコバクター	helicobacter
ペル	per
ホステル	hostel
マキアベリ	Machiavelli
ムートン	mouton
リゾット	risotto
ロブ	lob
ロートレック	Lautrec
アルファロメオ	Alfa Romeo
インフォ	info
グリセリン	glycerin
コラリー	Coralie
サイドカー	sidecar
サウジ	Saudi
サンディー	Sandy
ソリッド	solid
デリー	Delhi
トレント	Torrent
トロフィー	trophy
ニッチ	niche
ニース	Nice
バンダナ	bandanna
ピペット	pipette
ピューリタン	Puritan
ファンダメンタル	fundamental
フラップ	flap
フリードマン	Friedman
ブルターニュ	Bretagne
プレストン	Preston
プロンプト	prompt
プローブ	probe
ペソ	peso
ペテルブルク	Peterburg
ボア	boa
マッド	mad
ミカエル	Michael
メタノール	Methanol
モンタージュ	montage
ライル	Ryle
リルケ	Rilke
レンチ	wrench
イラストレーション	illustration
エンゾ	Enzo
エーカー	acre
キエフ	Kiev
クリアランス	clearance
クロワッサン	croissant
コリアン	Korean
コルセット	corset
シーニュ	signe
スカルノ	Sukarno
スネーク	snake
セス	Seth
ゼラニウム	geranium
ゼロックス	Xerox
ソウル	soul
ハインリヒ	Heinrich
ハレルヤ	hallelujah
バイブル	Bible
ピラフ	pilaf
フロイド	Floyd
プレゼン	presentation
ベッキー	Becky
ベーグル	bagel
ホプキンス	Hopkins
ホーガン	Hogan
ポリゴン	polygon
マミー	mammy
ミネルバ	Minerva
ルーン	rune
レイノルズ	Reynolds
ロスチャイルド	Rothschild
アルメニア	Armenia
イコン	Ikon
インフラストラクチャー	infrastructure
ウイット	wit
エリカ	Erika
オリエンテーション	orientation
カトマンズ	Katmandu
キッシンジャー	Kissinger
クライド	Clyde
ゲットー	ghetto
シモンズ	Symonds
スケープ	scape
セピア	sepia
センチメンタル	sentimental
テーラー	tailor
ディーナ	Dina
デリート	delete
デーン	Dane
トミカ	Tomica
バイブ	vibes
パドック	paddock
ビリヤード	billiards
ベイルート	Beirut
ペルソナ	persona
マイカル	MYCAL
マッピング	mapping
ユリウス	Julius
ロティ	Loti
アウディ	Audi
ウラル	Ural
エクスペリエンス	experience
カルカッタ	Calcutta
カンザス	Kansas
クロロフィル	chlorophyl
グラマン	Grumman
グロブリン	globulin
ゲー	game
コンスタント	constant
コーデック	codec
スティグリッツ	Stiglitz
セム	Sem
ダイナミズム	dynamism
チャップリン	Chaplin
テトラ	tetra
ディートリヒ	Dietrich
パティシエ	patissier
パーシー	Percy
フェデラル	federal
フェラチオ	fellatio
プロトタイプ	prototype
ベルベット	velvet
ベーダ	veda
マダガスカル	Madagascar
メタファー	metaphor
モーリー	Maury
ラテックス	latex
ロイヤリティー	royalty
アイアイ	aye aye
アスピリン	Aspirin
アミン	amine
エープリル	April
オーナメント	ornament
オーラル	oral
カエサル	Caesar
カフェテリア	cafeteria
キャビア	caviar
クレタ	Creta
グロス	gross
ケースワーカー	caseworker
コメンテーター	commentator
サーベイランス	surveillance
シェルター	shelter
ジャグジー	Jacuzzi
スカル	scull
タラップ	trap
タートル	turtle
チェチェン	Chechen
ハイカラ	high collar
パークス	Parks
パーセンテージ	percentage
パーム	palm
ヒエラルキー	hierarchy
ビルド	build
ファセット	facet
ベルク	Berg
マイコン	microcomputer
マラ	mara
ラバ	lava
リラ	lilas
アナキン	Anakin
アベル	Abel
イエット	yet
インダストリー	industry
エアライン	airline
エキサイト	excite
カレル	Karlova
ガーナ	Ghana
キーパー	keeper
クリーミー	creamy
グアテマラ	Guatemala
コクトー	Cocteau
コスタリカ	Costa Rica
コロラド	Colorado
シングルス	singles
スクワット	squat
スコール	squall
チェンバロ	cembalo
ティーチング	teaching
バイオリニスト	violinist
バーバリー	Burberry
フレーク	flake
プロジェクター	projector
ヘロドトス	Herodotos
ポップコーン	popcorn
メーリング	mailing
リヒター	Richter
ロレックス	Rolex
アソシエート	associate
アトール	atoll
アベック	avec
アメーバ	Amobe
アンヌ	Anne
ウースター	Worcester
エゴイズム	egoism
エッフェル	Eiffel
カールトン	Carlton
クリーブランド	Cleveland
コルトレーン	Coltrane
コーネル	Cornell
ジャポニカ	japonica
ジュドー	Judau
スキーヤー	skier
スポーク	spoke
セラ	sera
チャイコフスキー	Chaikovskii
デバッグ	debug
ナイアガラ	Niagara
パル	pal
プレジャー	pleasure
ヘルマン	Hermann
ポリフェノール	polyphenol
マケドニア	Macedonia
ミッド	mid
ウォレット	wallet
キャパ	capacity
クラブハウス	clubhouse
コミカル	comical
シャンパーニュ	Champagne
ストレッチング	stretching
ダラス	Dallas
チャイニーズ	Chinese
ツーリスト	tourist
トランスファー	transfer
トレーサー	tracer
トロピカル	tropical
ノエ	Noe
ノーマリゼーション	normalization
ハロゲン	Halogen
バルサ	balsa
バーツ	baht
ビギナー	beginner
ビューティフル	beautiful
ブルガリ	Bulgari
ブースト	boost
プシュケー	psykhe
ベンダー	vendor
ベーカリー	bakery
ボイル	boil
ユベントス	Juventus
ヨハネス	Johannes
ヨーロピアン	European
ランディング	landing
リジー	Lizzy
リマ	Lima
アクティビティー	activity
アーマー	armor
インサイド	inside
ウエッジ	wedge
カラット	carat
キューピー	kewpie
キル	kill
クリフ	cliff
クレイトン	Clayton
クローズド	closed
ケラー	Keller
コメディアン	comedian
コンペティション	competition
シュラフ	Schlaf
ジラフ	giraffe
スタンリー	Stanley
セクト	sect
セレロン	Celeron
チェスト	chest
ディール	deal
デイトレ	day trade
デューク	duke
ナイロビ	Nairobi
ナウマン	Naumann
ナン	nahn
バイザー	visor
バテレン	padre
ファブリック	fabric
フレーバー	flavor
ブラ	bra
ブラボー	bravo
ブルネッティ	Brunetti
プラシーボ	placebo
ヘリポート	heliport
ボルテール	Voltaire
ボローニャ	Bologna
ミルキー	milky
ローク	Rourke
ローテ	rotation
アムウェイ	Amway
アンプル	ampoule
アーキテクチャー	architecture
インディカ	indica
ウェリントン	Wellington
ウォッシュ	wash
カプチーノ	cappuccino
グリコーゲン	Glykogen
サビニー	Savigny
シンシア	Cynthia
スタートアップ	start-up
ストレッサー	stressor
スピルバーグ	Spielberg
スロバキア	Slovakia
センチュリー	century
テラ	terra
デュオ	duo
トラベラー	traveler
ピサ	Pisa
ブラームス	Brahms
ベロニカ	Veronica
ペレット	pellet
ホック	hook
マリアナ	Mariana
ミッチェル	Mitchell
レリーフ	relief
アナスタシア	Anastasia
アレッサンドロ	Alessandro
アンゴラ	Angola
アンネ	Anne
ウェルズ	Welles
エチル	ethyl
カルバン	Calvin
カンパ	kampaniya
サンローラン	Saint-Laurent
シューティング	shooting
スマッシュ	smash
スーパーマン	superman
ディスカス	discus
デリ	delicatessen
トゥデー	today
トライアングル	triangle
トランジット	transit
ノミネート	nominate
ノール	knoll
ハイランド	highland
バーグ	Vague
パプアニューギニア	Papua New Guinea
ビザンチン	Byzantine
フェルメール	Vermeer
ブックマーク	bookmark
ブライ	Bly
プラ	plastics
プラカード	placard
ボフィン	Boffin
